Maxi Prin Strs,Mini Prin Strs,Sa,Sm,Sn',Sn,b,b',N',N,Predicted,Cycles
-24854.5,-265073.5,120163.75,-144909.75,191.6707237,626.9280341,-0.833329959,-1.200004859,1.649810616,0.548375484,547312.44,548375.4841
-24746,-264938,120150.25,-144787.75,191.5101974,627.383041,-0.833313694,-1.200028281,1.651008003,0.547891834,546833.75,547891.8343
-24637.5,-264802.5,120136.75,-144665.75,191.3496711,627.8388112,-0.833297427,-1.200051707,1.652207398,0.547408138,546354.9,547408.1382
-24529,-264667,120123.25,-144543.75,191.1891447,628.2953468,-0.833281159,-1.200075136,1.653408807,0.546924396,545876.06,546924.3959
-24420.5,-264531.5,120109.75,-144421.75,191.0286184,628.7526497,-0.833264889,-1.200098568,1.654612236,0.546440608,545397.3,546440.6075
-24312,-264396,120096.25,-144299.75,190.8680921,629.2107218,-0.833248617,-1.200122004,1.655817689,0.545956773,544918.5,545956.7731
-24203.5,-264260.5,120082.75,-144177.75,190.7075658,629.669565,-0.833232343,-1.200145444,1.657025171,0.545472893,544439.75,545472.8926
-24095,-264125,120069.25,-144055.75,190.5470395,630.1291814,-0.833216067,-1.200168887,1.658234688,0.544988966,543960.9,544988.9663
-23986.5,-263989.5,120055.75,-143933.75,190.3865132,630.5895728,-0.83319979,-1.200192334,1.659446244,0.544504994,543482.1,544504.9941
-23878,-263854,120042.25,-143811.75,190.2259868,631.0507412,-0.83318351,-1.200215784,1.660659845,0.544020976,543003.3,544020.9762
-23769.5,-263718.5,120028.75,-143689.75,190.0654605,631.5126887,-0.833167229,-1.200239238,1.661875496,0.543536913,542524.56,543536.9126
-23661,-263583,120015.25,-143567.75,189.9049342,631.9754171,-0.833150946,-1.200262695,1.663093203,0.543052803,542045.7,543052.8033
-23552.5,-263447.5,120001.75,-143445.75,189.7444079,632.4389284,-0.833134661,-1.200286156,1.664312969,0.542568649,541566.9,542568.6486
-23444,-263312,119988.25,-143323.75,189.5838816,632.9032247,-0.833118374,-1.200309621,1.665534802,0.542084448,541088.1,542084.4483
-23335.5,-263176.5,119974.75,-143201.75,189.4233553,633.3683079,-0.833102086,-1.200333089,1.666758705,0.541600203,540609.3,541600.2027
-23227,-263041,119961.25,-143079.75,189.2628289,633.8341801,-0.833085795,-1.200356561,1.667984684,0.541115912,540130.5,541115.9118
-23118.5,-262905.5,119947.75,-142957.75,189.1023026,634.3008431,-0.833069503,-1.200380036,1.669212745,0.540631576,539651.75,540631.5756
-23010,-262770,119934.25,-142835.75,188.9417763,634.7682992,-0.833053209,-1.200403515,1.670442893,0.540147194,539172.9,540147.1943
-22901.5,-262634.5,119920.75,-142713.75,188.78125,635.2365502,-0.833036913,-1.200426997,1.671675132,0.539662768,538694.1,539662.7679
-22793,-262499,119907.25,-142591.75,188.6207237,635.7055983,-0.833020615,-1.200450483,1.672909469,0.539178296,538215.3,539178.2964
-22684.5,-262363.5,119893.75,-142469.75,188.4601974,636.1754454,-0.833004316,-1.200473972,1.674145909,0.53869378,537736.5,538693.7801
-22576,-262228,119880.25,-142347.75,188.2996711,636.6460936,-0.832988014,-1.200497465,1.675384457,0.538209219,537257.75,538209.2188
-22467.5,-262092.5,119866.75,-142225.75,188.1391447,637.1175449,-0.832971711,-1.200520962,1.676625118,0.537724613,536778.94,537724.6128
-22359,-261957,119853.25,-142103.75,187.9786184,637.5898015,-0.832955406,-1.200544462,1.677867899,0.537239962,536300.1,537239.9621
-22250.5,-261821.5,119839.75,-141981.75,187.8180921,638.0628653,-0.832939099,-1.200567966,1.679112803,0.536755267,535821.3,536755.2668
-22142,-261686,119826.25,-141859.75,187.6575658,638.5367384,-0.832922791,-1.200591473,1.680359838,0.536270527,535342.56,536270.5269
-22033.5,-261550.5,119812.75,-141737.75,187.4970395,639.011423,-0.83290648,-1.200614984,1.681609008,0.535785743,534863.7,535785.7425
-21925,-261415,119799.25,-141615.75,187.3365132,639.4869211,-0.832890168,-1.200638498,1.682860319,0.535300914,534384.94,535300.9137
-21816.5,-261279.5,119785.75,-141493.75,187.1759868,639.9632347,-0.832873853,-1.200662016,1.684113776,0.534816041,533906.2,534816.0406
-21708,-261144,119772.25,-141371.75,187.0154605,640.4403661,-0.832857537,-1.200685538,1.685369384,0.534331123,533427.44,534331.1233
-21599.5,-261008.5,119758.75,-141249.75,186.8549342,640.9183172,-0.832841219,-1.200709063,1.686627151,0.533846162,532948.7,533846.1618
-21491,-260873,119745.25,-141127.75,186.6944079,641.3970903,-0.832824899,-1.200732592,1.68788708,0.533361156,532469.94,533361.1562
-21382.5,-260737.5,119731.75,-141005.75,186.5338816,641.8766874,-0.832808578,-1.200756124,1.689149177,0.532876107,531991.2,532876.1066
-21274,-260602,119718.25,-140883.75,186.3733553,642.3571107,-0.832792254,-1.20077966,1.690413449,0.532391013,531512.5,532391.013
-21165.5,-260466.5,119704.75,-140761.75,186.2128289,642.8383623,-0.832775929,-1.200803199,1.691679901,0.531905876,531033.7,531905.8756
-21057,-260331,119691.25,-140639.75,186.0523026,643.3204443,-0.832759602,-1.200826742,1.692948538,0.531420694,530555,531420.6944
-20948.5,-260195.5,119677.75,-140517.75,185.8917763,643.803359,-0.832743273,-1.200850289,1.694219366,0.53093547,530076.2,530935.4696
-20840,-260060,119664.25,-140395.75,185.73125,644.2871084,-0.832726942,-1.200873839,1.69549239,0.530450201,529597.5,530450.2011
-20731.5,-259924.5,119650.75,-140273.75,185.5707237,644.7716947,-0.83271061,-1.200897393,1.696767618,0.529964889,529118.7,529964.889
-20623,-259789,119637.25,-140151.75,185.4101974,645.2571201,-0.832694275,-1.20092095,1.698045053,0.529479534,528640,529479.5335
-20514.5,-259653.5,119623.75,-140029.75,185.2496711,645.7433869,-0.832677939,-1.200944511,1.699324702,0.528994135,528161.2,528994.1346
-20406,-259518,119610.25,-139907.75,185.0891447,646.230497,-0.8326616,-1.200968076,1.700606571,0.528508692,527682.44,528508.6924
-20297.5,-259382.5,119596.75,-139785.75,184.9286184,646.7184529,-0.83264526,-1.200991644,1.701890665,0.528023207,527203.75,528023.207
-20189,-259247,119583.25,-139663.75,184.7680921,647.2072566,-0.832628919,-1.201015215,1.703176991,0.527537678,526724.94,527537.6785
-20080.5,-259111.5,119569.75,-139541.75,184.6075658,647.6969104,-0.832612575,-1.201038791,1.704465554,0.527052107,526246.1,527052.1069
-19972,-258976,119556.25,-139419.75,184.4470395,648.1874165,-0.832596229,-1.20106237,1.705756359,0.526566492,525767.44,526566.4923
-19863.5,-258840.5,119542.75,-139297.75,184.2865132,648.6787771,-0.832579882,-1.201085952,1.707049414,0.526080835,525288.6,526080.8348
-19755,-258705,119529.25,-139175.75,184.1259868,649.1709945,-0.832563533,-1.201109538,1.708344722,0.525595134,524809.94,525595.1344
-19646.5,-258569.5,119515.75,-139053.75,183.9654605,649.664071,-0.832547182,-1.201133128,1.709642292,0.525109391,524331.2,525109.3914
-19538,-258434,119502.25,-138931.75,183.8049342,650.1580086,-0.832530829,-1.201156721,1.710942128,0.524623606,523852.44,524623.6057
-19429.5,-258298.5,119488.75,-138809.75,183.6444079,650.6528098,-0.832514474,-1.201180318,1.712244236,0.524137777,523373.7,524137.7773
-19321,-258163,119475.25,-138687.75,183.4838816,651.1484768,-0.832498117,-1.201203918,1.713548623,0.523651907,522894.9,523651.9065
-19212.5,-258027.5,119461.75,-138565.75,183.3233553,651.6450118,-0.832481759,-1.201227522,1.714855294,0.523165993,522416.12,523165.9933
-19104,-257892,119448.25,-138443.75,183.1628289,652.1424171,-0.832465398,-1.20125113,1.716164256,0.522680038,521937.44,522680.0378
-18995.5,-257756.5,119434.75,-138321.75,183.0023026,652.6406951,-0.832449036,-1.201274741,1.717475514,0.52219404,521458.7,522194.04
-18887,-257621,119421.25,-138199.75,182.8417763,653.139848,-0.832432672,-1.201298356,1.718789074,0.521708,520979.88,521708
-18778.5,-257485.5,119407.75,-138077.75,182.68125,653.6398782,-0.832416306,-1.201321974,1.720104943,0.521221918,520501.12,521221.9179
-18670,-257350,119394.25,-137955.75,182.5207237,654.1407879,-0.832399938,-1.201345596,1.721423126,0.520735794,520022.38,520735.7939
-18561.5,-257214.5,119380.75,-137833.75,182.3601974,654.6425795,-0.832383569,-1.201369221,1.72274363,0.520249628,519543.62,520249.6279
-18453,-257079,119367.25,-137711.75,182.1996711,655.1452553,-0.832367197,-1.201392851,1.724066461,0.51976342,519064.88,519763.4201
-18344.5,-256943.5,119353.75,-137589.75,182.0391447,655.6488176,-0.832350824,-1.201416483,1.725391625,0.51927717,518586.1,519277.1705
-18236,-256808,119340.25,-137467.75,181.8786184,656.1532688,-0.832334449,-1.20144012,1.726719128,0.518790879,518107.38,518790.8792
-18127.5,-256672.5,119326.75,-137345.75,181.7180921,656.6586112,-0.832318072,-1.20146376,1.728048977,0.518304546,517628.6,518304.5464
-18019,-256537,119313.25,-137223.75,181.5575658,657.1648473,-0.832301693,-1.201487403,1.729381177,0.517818172,517149.8,517818.172
-17910.5,-256401.5,119299.75,-137101.75,181.3970395,657.6719794,-0.832285312,-1.201511051,1.730715735,0.517331756,516671.06,517331.7562
-17802,-256266,119286.25,-136979.75,181.2365132,658.1800098,-0.83226893,-1.201534701,1.732052657,0.516845299,516192.3,516845.2991
-17693.5,-256130.5,119272.75,-136857.75,181.0759868,658.6889409,-0.832252545,-1.201558356,1.73339195,0.516358801,515713.53,516358.8007
-17585,-255995,119259.25,-136735.75,180.9154605,659.1987752,-0.832236159,-1.201582014,1.734733619,0.515872261,515234.75,515872.2612
-17476.5,-255859.5,119245.75,-136613.75,180.7549342,659.7095151,-0.832219771,-1.201605675,1.736077671,0.515385681,514756,515385.6806
-17368,-255724,119232.25,-136491.75,180.5944079,660.2211629,-0.832203381,-1.201629341,1.737424113,0.514899059,514277.2,514899.059
-17259.5,-255588.5,119218.75,-136369.75,180.4338816,660.7337212,-0.832186989,-1.20165301,1.73877295,0.514412396,513798.47,514412.3964
-17151,-255453,119205.25,-136247.75,180.2733553,661.2471922,-0.832170595,-1.201676682,1.74012419,0.513925693,513319.7,513925.6931
-17042.5,-255317.5,119191.75,-136125.75,180.1128289,661.7615785,-0.8321542,-1.201700358,1.741477838,0.513438949,512840.94,513438.9489
-16934,-255182,119178.25,-136003.75,179.9523026,662.2768826,-0.832137802,-1.201724038,1.742833902,0.512952164,512362.16,512952.1642
-16825.5,-255046.5,119164.75,-135881.75,179.7917763,662.7931068,-0.832121403,-1.201747721,1.744192386,0.512465339,511883.38,512465.3388
-16717,-254911,119151.25,-135759.75,179.63125,663.3102536,-0.832105002,-1.201771408,1.745553299,0.511978473,511404.62,511978.473
-16608.5,-254775.5,119137.75,-135637.75,179.4707237,663.8283256,-0.832088599,-1.201795099,1.746916646,0.511491567,510925.9,511491.5668
-16500,-254640,119124.25,-135515.75,179.3101974,664.3473252,-0.832072194,-1.201818793,1.748282435,0.51100462,510447.1,511004.6202
-16391.5,-254504.5,119110.75,-135393.75,179.1496711,664.8672548,-0.832055788,-1.201842491,1.749650671,0.510517633,509968.38,510517.6334
-16283,-254369,119097.25,-135271.75,178.9891447,665.3881171,-0.832039379,-1.201866192,1.751021361,0.510030607,509489.56,510030.6065
