Maxi Prin Strs,Mini Prin Strs,Sa,Sm,Sn',Sn,b,b',N',N,Predicted,Cycles
-68254.5,-319273.5,125563.75,-193709.75,255.88125,490.7110232,-0.83969356,-1.190910646,1.291344798,0.737494255,736911.2,737494.2545
-68146,-319138,125550.25,-193587.75,255.7207237,490.9662705,-0.839677995,-1.190932722,1.292016501,0.737033496,736439.1,737033.4965
-68037.5,-319002.5,125536.75,-193465.75,255.5601974,491.2218385,-0.839662428,-1.190954801,1.292689049,0.736572673,735967.25,736572.6732
-67929,-318867,125523.25,-193343.75,255.3996711,491.4777278,-0.83964686,-1.190976883,1.293362441,0.736111785,735495.4,736111.7848
-67820.5,-318731.5,125509.75,-193221.75,255.2391447,491.7339389,-0.839631289,-1.190998969,1.294036681,0.735650831,735023.3,735650.8313
-67712,-318596,125496.25,-193099.75,255.0786184,491.9904725,-0.839615717,-1.191021058,1.29471177,0.735189813,734551.4,735189.8126
-67603.5,-318460.5,125482.75,-192977.75,254.9180921,492.2473292,-0.839600144,-1.19104315,1.295387708,0.734728729,734079.5,734728.7289
-67495,-318325,125469.25,-192855.75,254.7575658,492.5045096,-0.839584568,-1.191065245,1.296064499,0.73426758,733607.56,734267.5802
-67386.5,-318189.5,125455.75,-192733.75,254.5970395,492.7620143,-0.839568991,-1.191087344,1.296742143,0.733806366,733135.5,733806.3664
-67278,-318054,125442.25,-192611.75,254.4365132,493.0198439,-0.839553413,-1.191109445,1.297420642,0.733345088,732663.6,733345.0876
-67169.5,-317918.5,125428.75,-192489.75,254.2759868,493.2779991,-0.839537833,-1.19113155,1.298099998,0.732883744,732191.6,732883.7439
-67061,-317783,125415.25,-192367.75,254.1154605,493.5364804,-0.839522251,-1.191153658,1.298780212,0.732422335,731719.7,732422.3352
-66952.5,-317647.5,125401.75,-192245.75,253.9549342,493.7952885,-0.839506667,-1.19117577,1.299461285,0.731960862,731247.8,731960.8617
-66844,-317512,125388.25,-192123.75,253.7944079,494.054424,-0.839491082,-1.191197884,1.300143221,0.731499323,730775.9,731499.3232
-66735.5,-317376.5,125374.75,-192001.75,253.6338816,494.3138875,-0.839475494,-1.191220002,1.30082602,0.73103772,730303.8,731037.7199
-66627,-317241,125361.25,-191879.75,253.4733553,494.5736796,-0.839459906,-1.191242123,1.301509683,0.730576052,729831.94,730576.0518
-66518.5,-317105.5,125347.75,-191757.75,253.3128289,494.833801,-0.839444315,-1.191264247,1.302194213,0.730114319,729360,730114.3189
-66410,-316970,125334.25,-191635.75,253.1523026,495.0942523,-0.839428723,-1.191286374,1.302879611,0.729652521,728888.06,729652.5213
-66301.5,-316834.5,125320.75,-191513.75,252.9917763,495.3550342,-0.83941313,-1.191308504,1.303565879,0.729190659,728416.06,729190.6589
-66193,-316699,125307.25,-191391.75,252.83125,495.6161471,-0.839397534,-1.191330638,1.304253019,0.728728732,727944.06,728728.7318
-66084.5,-316563.5,125293.75,-191269.75,252.6707237,495.8775919,-0.839381937,-1.191352775,1.304941031,0.72826674,727472.1,728266.74
-65976,-316428,125280.25,-191147.75,252.5101974,496.139369,-0.839366338,-1.191374915,1.305629919,0.727804684,727000.25,727804.6836
-65867.5,-316292.5,125266.75,-191025.75,252.3496711,496.4014793,-0.839350738,-1.191397058,1.306319682,0.727342563,726528.2,727342.5626
-65759,-316157,125253.25,-190903.75,252.1891447,496.6639231,-0.839335136,-1.191419205,1.307010324,0.726880377,726056.4,726880.377
-65650.5,-316021.5,125239.75,-190781.75,252.0286184,496.9267014,-0.839319532,-1.191441355,1.307701846,0.726418127,725584.4,726418.1268
-65542,-315886,125226.25,-190659.75,251.8680921,497.1898145,-0.839303926,-1.191463508,1.308394249,0.725955812,725112.4,725955.8122
-65433.5,-315750.5,125212.75,-190537.75,251.7075658,497.4532633,-0.839288319,-1.191485664,1.309087535,0.725493433,724640.44,725493.433
-65325,-315615,125199.25,-190415.75,251.5470395,497.7170483,-0.83927271,-1.191507823,1.309781706,0.725030989,724168.5,725030.9893
-65216.5,-315479.5,125185.75,-190293.75,251.3865132,497.9811702,-0.8392571,-1.191529986,1.310476764,0.724568481,723696.56,724568.4812
-65108,-315344,125172.25,-190171.75,251.2259868,498.2456297,-0.839241487,-1.191552152,1.31117271,0.724105909,723224.6,724105.9088
-64999.5,-315208.5,125158.75,-190049.75,251.0654605,498.5104273,-0.839225873,-1.191574321,1.311869545,0.723643272,722752.6,723643.2719
-64891,-315073,125145.25,-189927.75,250.9049342,498.7755637,-0.839210258,-1.191596493,1.312567273,0.723180571,722280.6,723180.5707
-64782.5,-314937.5,125131.75,-189805.75,250.7444079,499.0410396,-0.839194641,-1.191618668,1.313265894,0.722717805,721808.75,722717.8051
-64674,-314802,125118.25,-189683.75,250.5838816,499.3068557,-0.839179022,-1.191640847,1.31396541,0.722254975,721336.75,722254.9753
-64565.5,-314666.5,125104.75,-189561.75,250.4233553,499.5730125,-0.839163401,-1.191663029,1.314665822,0.721792081,720864.75,721792.0813
-64457,-314531,125091.25,-189439.75,250.2628289,499.8395108,-0.839147779,-1.191685214,1.315367134,0.721329123,720392.9,721329.123
-64348.5,-314395.5,125077.75,-189317.75,250.1023026,500.1063512,-0.839132155,-1.191707402,1.316069345,0.7208661,719920.9,720866.1005
-64240,-314260,125064.25,-189195.75,249.9417763,500.3735344,-0.839116529,-1.191729594,1.316772459,0.720403014,719449,720403.0138
-64131.5,-314124.5,125050.75,-189073.75,249.78125,500.6410609,-0.839100901,-1.191751789,1.317476476,0.719939863,718976.94,719939.863
-64023,-313989,125037.25,-188951.75,249.6207237,500.9089316,-0.839085272,-1.191773987,1.318181399,0.719476648,718505,719476.6481
-63914.5,-313853.5,125023.75,-188829.75,249.4601974,501.177147,-0.839069642,-1.191796188,1.318887229,0.719013369,718033.06,719013.3692
-63806,-313718,125010.25,-188707.75,249.2996711,501.4457078,-0.839054009,-1.191818392,1.319593968,0.718550026,717561.1,718550.0262
-63697.5,-313582.5,124996.75,-188585.75,249.1391447,501.7146147,-0.839038375,-1.1918406,1.320301618,0.718086619,717089.2,718086.6191
-63589,-313447,124983.25,-188463.75,248.9786184,501.9838683,-0.839022739,-1.191862811,1.32101018,0.717623148,716617.25,717623.1481
-63480.5,-313311.5,124969.75,-188341.75,248.8180921,502.2534694,-0.839007101,-1.191885025,1.321719656,0.717159613,716145.25,717159.6132
-63372,-313176,124956.25,-188219.75,248.6575658,502.5234185,-0.838991462,-1.191907242,1.322430049,0.716696014,715673.4,716696.0143
-63263.5,-313040.5,124942.75,-188097.75,248.4970395,502.7937164,-0.838975821,-1.191929463,1.323141359,0.716232352,715201.4,716232.3516
-63155,-312905,124929.25,-187975.75,248.3365132,503.0643638,-0.838960179,-1.191951687,1.323853589,0.715768625,714729.4,715768.625
-63046.5,-312769.5,124915.75,-187853.75,248.1759868,503.3353613,-0.838944534,-1.191973914,1.32456674,0.715304835,714257.44,715304.8346
-62938,-312634,124902.25,-187731.75,248.0154605,503.6067096,-0.838928888,-1.191996144,1.325280815,0.71484098,713785.5,714840.9803
-62829.5,-312498.5,124888.75,-187609.75,247.8549342,503.8784094,-0.838913241,-1.192018377,1.325995814,0.714377062,713313.56,714377.0624
-62721,-312363,124875.25,-187487.75,247.6944079,504.1504613,-0.838897591,-1.192040614,1.32671174,0.713913081,712841.6,713913.0806
-62612.5,-312227.5,124861.75,-187365.75,247.5338816,504.4228661,-0.83888194,-1.192062854,1.327428595,0.713449035,712369.6,713449.0352
-62504,-312092,124848.25,-187243.75,247.3733553,504.6956244,-0.838866288,-1.192085097,1.32814638,0.712984926,711897.56,712984.9262
-62395.5,-311956.5,124834.75,-187121.75,247.2128289,504.968737,-0.838850633,-1.192107344,1.328865097,0.712520753,711425.75,712520.7535
-62287,-311821,124821.25,-186999.75,247.0523026,505.2422045,-0.838834977,-1.192129593,1.329584749,0.712056517,710953.75,712056.5171
-62178.5,-311685.5,124807.75,-186877.75,246.8917763,505.5160276,-0.838819319,-1.192151846,1.330305336,0.711592217,710481.75,711592.2173
-62070,-311550,124794.25,-186755.75,246.73125,505.790207,-0.83880366,-1.192174102,1.33102686,0.711127854,710009.8,711127.8539
-61961.5,-311414.5,124780.75,-186633.75,246.5707237,506.0647434,-0.838787998,-1.192196362,1.331749325,0.710663427,709537.8,710663.4269
-61853,-311279,124767.25,-186511.75,246.4101974,506.3396375,-0.838772335,-1.192218624,1.33247273,0.710198937,709065.94,710198.9365
-61744.5,-311143.5,124753.75,-186389.75,246.2496711,506.6148899,-0.838756671,-1.19224089,1.333197079,0.709734383,708594,709734.3827
-61636,-311008,124740.25,-186267.75,246.0891447,506.8905015,-0.838741004,-1.192263159,1.333922372,0.709269765,708122,709269.7655
-61527.5,-310872.5,124726.75,-186145.75,245.9286184,507.1664729,-0.838725336,-1.192285432,1.334648613,0.708805085,707650.06,708805.0848
-61419,-310737,124713.25,-186023.75,245.7680921,507.4428048,-0.838709667,-1.192307707,1.335375802,0.708340341,707178.1,708340.3409
-61310.5,-310601.5,124699.75,-185901.75,245.6075658,507.719498,-0.838693995,-1.192329986,1.336103942,0.707875534,706706.1,707875.5336
-61202,-310466,124686.25,-185779.75,245.4470395,507.996553,-0.838678322,-1.192352268,1.336833034,0.707410663,706234.2,707410.6631
-61093.5,-310330.5,124672.75,-185657.75,245.2865132,508.2739707,-0.838662648,-1.192374554,1.337563081,0.706945729,705762.25,706945.7293
-60985,-310195,124659.25,-185535.75,245.1259868,508.5517517,-0.838646971,-1.192396842,1.338294083,0.706480732,705290.25,706480.7323
-60876.5,-310059.5,124645.75,-185413.75,244.9654605,508.8298968,-0.838631293,-1.192419134,1.339026044,0.706015672,704818.25,706015.6721
-60768,-309924,124632.25,-185291.75,244.8049342,509.1084067,-0.838615613,-1.192441429,1.339758965,0.705550549,704346.4,705550.5487
-60659.5,-309788.5,124618.75,-185169.75,244.6444079,509.387282,-0.838599931,-1.192463727,1.340492847,0.705085362,703874.4,705085.3623
-60551,-309653,124605.25,-185047.75,244.4838816,509.6665236,-0.838584248,-1.192486029,1.341227694,0.704620113,703402.44,704620.1128
-60442.5,-309517.5,124591.75,-184925.75,244.3233553,509.9461321,-0.838568563,-1.192508334,1.341963506,0.7041548,702930.44,704154.8002
-60334,-309382,124578.25,-184803.75,244.1628289,510.2261083,-0.838552876,-1.192530642,1.342700285,0.703689425,702458.56,703689.4246
-60225.5,-309246.5,124564.75,-184681.75,244.0023026,510.5064528,-0.838537188,-1.192552953,1.343438034,0.703223986,701986.56,703223.986
-60117,-309111,124551.25,-184559.75,243.8417763,510.7871665,-0.838521498,-1.192575268,1.344176754,0.702758485,701514.6,702758.4845
-60008.5,-308975.5,124537.75,-184437.75,243.68125,511.06825,-0.838505806,-1.192597586,1.344916447,0.70229292,701042.6,702292.9201
-59900,-308840,124524.25,-184315.75,243.5207237,511.3497041,-0.838490113,-1.192619907,1.345657116,0.701827293,700570.75,701827.2928
-59791.5,-308704.5,124510.75,-184193.75,243.3601974,511.6315295,-0.838474418,-1.192642231,1.346398762,0.701361603,700098.7,701361.6027
-59683,-308569,124497.25,-184071.75,243.1996711,511.9137269,-0.838458721,-1.192664559,1.347141387,0.70089585,699626.75,700895.8497
-59574.5,-308433.5,124483.75,-183949.75,243.0391447,512.1962972,-0.838443022,-1.19268689,1.347884993,0.700430034,699154.8,700430.034
-59466,-308298,124470.25,-183827.75,242.8786184,512.4792409,-0.838427322,-1.192709224,1.348629581,0.699964156,698682.9,699964.1555
-59357.5,-308162.5,124456.75,-183705.75,242.7180921,512.7625589,-0.83841162,-1.192731561,1.349375155,0.699498214,698210.9,699498.2143
-59249,-308027,124443.25,-183583.75,242.5575658,513.0462519,-0.838395916,-1.192753902,1.350121716,0.69903221,697738.94,699032.2105
-59140.5,-307891.5,124429.75,-183461.75,242.3970395,513.3303207,-0.838380211,-1.192776246,1.350869265,0.698566144,697266.9,698566.144
-59032,-307756,124416.25,-183339.75,242.2365132,513.6147659,-0.838364504,-1.192798593,1.351617805,0.698100015,696795,698100.0149
-58923.5,-307620.5,124402.75,-183217.75,242.0759868,513.8995884,-0.838348795,-1.192820943,1.352367338,0.697633823,696323.06,697633.8232
-58815,-307485,124389.25,-183095.75,241.9154605,514.1847889,-0.838333084,-1.192843297,1.353117866,0.697167569,695851.1,697167.569
-58706.5,-307349.5,124375.75,-182973.75,241.7549342,514.4703681,-0.838317372,-1.192865654,1.35386939,0.696701252,695379.1,696701.2523
-58598,-307214,124362.25,-182851.75,241.5944079,514.7563269,-0.838301658,-1.192888014,1.354621913,0.696234873,694907.2,696234.8731
-58489.5,-307078.5,124348.75,-182729.75,241.4338816,515.0426659,-0.838285942,-1.192910377,1.355375437,0.695768432,694435.25,695768.4315
-58381,-306943,124335.25,-182607.75,241.2733553,515.3293859,-0.838270225,-1.192932744,1.356129963,0.695301928,693963.25,695301.9275
-58272.5,-306807.5,124321.75,-182485.75,241.1128289,515.6164877,-0.838254506,-1.192955114,1.356885494,0.694835361,693491.3,694835.3612
-58164,-306672,124308.25,-182363.75,240.9523026,515.903972,-0.838238785,-1.192977487,1.357642032,0.694368732,693019.4,694368.7325
-58055.5,-306536.5,124294.75,-182241.75,240.7917763,516.1918397,-0.838223063,-1.192999864,1.358399578,0.693902042,692547.4,693902.0415
-57947,-306401,124281.25,-182119.75,240.63125,516.4800914,-0.838207339,-1.193022244,1.359158135,0.693435288,692075.4,693435.2883
-57838.5,-306265.5,124267.75,-181997.75,240.4707237,516.768728,-0.838191613,-1.193044627,1.359917705,0.692968473,691603.25,692968.4728
-57730,-306130,124254.25,-181875.75,240.3101974,517.0577502,-0.838175885,-1.193067013,1.36067829,0.692501595,691131.1,692501.5952
-57621.5,-305994.5,124240.75,-181753.75,240.1496711,517.3471588,-0.838160156,-1.193089403,1.361439892,0.692034655,690658.94,692034.6554
-57513,-305859,124227.25,-181631.75,239.9891447,517.6369545,-0.838144425,-1.193111796,1.362202512,0.691567653,690186.75,691567.6535
-57404.5,-305723.5,124213.75,-181509.75,239.8286184,517.9271382,-0.838128692,-1.193134192,1.362966153,0.69110059,689714.75,691100.5895
-57296,-305588,124200.25,-181387.75,239.6680921,518.2177106,-0.838112958,-1.193156591,1.363730817,0.690633463,689242.5,690633.4635
-57187.5,-305452.5,124186.75,-181265.75,239.5075658,518.5086725,-0.838097222,-1.193178994,1.364496507,0.690166275,688770.25,690166.2754
-57079,-305317,124173.25,-181143.75,239.3470395,518.8000247,-0.838081484,-1.1932014,1.365263223,0.689699025,688298,689699.0254
-56970.5,-305181.5,124159.75,-181021.75,239.1865132,519.091768,-0.838065744,-1.19322381,1.366030968,0.689231714,687825.6,689231.7135
-56862,-305046,124146.25,-180899.75,239.0259868,519.3839031,-0.838050003,-1.193246222,1.366799745,0.68876434,687353.4,688764.3397
-56753.5,-304910.5,124132.75,-180777.75,238.8654605,519.6764309,-0.83803426,-1.193268638,1.367569555,0.688296904,686881,688296.904
-56645,-304775,124119.25,-180655.75,238.7049342,519.9693522,-0.838018515,-1.193291057,1.3683404,0.687829406,686408.6,687829.4065
-56536.5,-304639.5,124105.75,-180533.75,238.5444079,520.2626676,-0.838002769,-1.193313479,1.369112283,0.687361847,685936.1,687361.8472
-56428,-304504,124092.25,-180411.75,238.3838816,520.5563781,-0.837987021,-1.193335905,1.369885206,0.686894226,685463.75,686894.2261
-56319.5,-304368.5,124078.75,-180289.75,238.2233553,520.8504845,-0.837971271,-1.193358334,1.37065917,0.686426543,684991.4,686426.5433
-56211,-304233,124065.25,-180167.75,238.0628289,521.1449874,-0.837955519,-1.193380766,1.371434177,0.685958799,684518.9,685958.7989
-56102.5,-304097.5,124051.75,-180045.75,237.9023026,521.4398878,-0.837939766,-1.193403202,1.372210231,0.685490993,684046.5,685490.9928
-55994,-303962,124038.25,-179923.75,237.7417763,521.7351865,-0.837924011,-1.193425641,1.372987333,0.685023125,683573.9,685023.125
-55885.5,-303826.5,124024.75,-179801.75,237.58125,522.0308842,-0.837908255,-1.193448083,1.373765485,0.684555196,683101.1,684555.1958
-55777,-303691,124011.25,-179679.75,237.4207237,522.3269817,-0.837892496,-1.193470528,1.374544689,0.684087205,682628.4,684087.205
-55668.5,-303555.5,123997.75,-179557.75,237.2601974,522.6234799,-0.837876736,-1.193492977,1.375324947,0.683619153,682155.56,683619.1527
-55560,-303420,123984.25,-179435.75,237.0996711,522.9203796,-0.837860974,-1.193515429,1.376106262,0.683151039,681682.9,683151.0389
-55451.5,-303284.5,123970.75,-179313.75,236.9391447,523.2176816,-0.837845211,-1.193537884,1.376888636,0.682682864,681210,682682.8637
-55343,-303149,123957.25,-179191.75,236.7786184,523.5153868,-0.837829445,-1.193560343,1.37767207,0.682214627,680737.25,682214.6272
-55234.5,-303013.5,123943.75,-179069.75,236.6180921,523.8134958,-0.837813678,-1.193582805,1.378456568,0.681746329,680264.5,681746.3293
-55126,-302878,123930.25,-178947.75,236.4575658,524.1120096,-0.83779791,-1.19360527,1.379242131,0.68127797,679791.75,681277.9701
-55017.5,-302742.5,123916.75,-178825.75,236.2970395,524.410929,-0.837782139,-1.193627738,1.380028761,0.68080955,679319,680809.5496
-54909,-302607,123903.25,-178703.75,236.1365132,524.7102549,-0.837766367,-1.19365021,1.38081646,0.680341068,678846.25,680341.0679
-54800.5,-302471.5,123889.75,-178581.75,235.9759868,525.0099879,-0.837750593,-1.193672685,1.381605231,0.679872525,678373.44,679872.525
-54692,-302336,123876.25,-178459.75,235.8154605,525.310129,-0.837734818,-1.193695163,1.382395076,0.679403921,677900.7,679403.9209
-54583.5,-302200.5,123862.75,-178337.75,235.6549342,525.6106791,-0.83771904,-1.193717645,1.383185998,0.678935256,677427.94,678935.2558
-54475,-302065,123849.25,-178215.75,235.4944079,525.9116389,-0.837703261,-1.19374013,1.383977997,0.67846653,676955.2,678466.5295
-54366.5,-301929.5,123835.75,-178093.75,235.3338816,526.2130092,-0.837687481,-1.193762618,1.384771077,0.677997742,676482.4,677997.7422
-54258,-301794,123822.25,-177971.75,235.1733553,526.514791,-0.837671698,-1.193785109,1.38556524,0.677528894,676009.7,677528.8939
-54149.5,-301658.5,123808.75,-177849.75,235.0128289,526.8169851,-0.837655914,-1.193807604,1.386360487,0.677059985,675536.9,677059.9847
-54041,-301523,123795.25,-177727.75,234.8523026,527.1195922,-0.837640128,-1.193830102,1.387156822,0.676591014,675064.1,676591.0145
-53932.5,-301387.5,123781.75,-177605.75,234.6917763,527.4226134,-0.837624341,-1.193852604,1.387954246,0.676121983,674591.4,676121.9834
-53824,-301252,123768.25,-177483.75,234.53125,527.7260493,-0.837608551,-1.193875109,1.388752761,0.675652891,674118.56,675652.8915
-53715.5,-301116.5,123754.75,-177361.75,234.3707237,528.0299009,-0.83759276,-1.193897617,1.389552371,0.675183739,673645.8,675183.7388
-53607,-300981,123741.25,-177239.75,234.2101974,528.334169,-0.837576967,-1.193920128,1.390353076,0.674714525,673173,674714.5253
-53498.5,-300845.5,123727.75,-177117.75,234.0496711,528.6388545,-0.837561173,-1.193942642,1.39115488,0.674245251,672700.25,674245.251
-53390,-300710,123714.25,-176995.75,233.8891447,528.9439582,-0.837545377,-1.19396516,1.391957785,0.673775916,672227.5,673775.9161
-53281.5,-300574.5,123700.75,-176873.75,233.7286184,529.249481,-0.837529579,-1.193987682,1.392761792,0.673306521,671754.7,673306.5205
-53173,-300439,123687.25,-176751.75,233.5680921,529.5554238,-0.837513779,-1.194010206,1.393566905,0.672837064,671281.9,672837.0643
-53064.5,-300303.5,123673.75,-176629.75,233.4075658,529.8617874,-0.837497978,-1.194032734,1.394373125,0.672367548,670809,672367.5476
-52956,-300168,123660.25,-176507.75,233.2470395,530.1685727,-0.837482175,-1.194055265,1.395180454,0.67189797,670336.3,671897.9703
-52847.5,-300032.5,123646.75,-176385.75,233.0865132,530.4757805,-0.83746637,-1.1940778,1.395988896,0.671428332,669863.56,671428.3325
-52739,-299897,123633.25,-176263.75,232.9259868,530.7834118,-0.837450563,-1.194100337,1.396798452,0.670958634,669390.7,670958.6342
-52630.5,-299761.5,123619.75,-176141.75,232.7654605,531.0914674,-0.837434755,-1.194122879,1.397609125,0.670488876,668918,670488.8756
-52522,-299626,123606.25,-176019.75,232.6049342,531.3999482,-0.837418945,-1.194145423,1.398420916,0.670019057,668445.2,670019.0565
-52413.5,-299490.5,123592.75,-175897.75,232.4444079,531.7088551,-0.837403133,-1.194167971,1.399233829,0.669549177,667972.44,669549.1772
-52305,-299355,123579.25,-175775.75,232.2838816,532.018189,-0.83738732,-1.194190522,1.400047866,0.669079237,667499.56,669079.2375
-52196.5,-299219.5,123565.75,-175653.75,232.1233553,532.3279506,-0.837371504,-1.194213076,1.400863028,0.668609238,667026.9,668609.2376
-52088,-299084,123552.25,-175531.75,231.9628289,532.638141,-0.837355687,-1.194235634,1.401679319,0.668139177,666554,668139.1774
-51979.5,-298948.5,123538.75,-175409.75,231.8023026,532.9487611,-0.837339869,-1.194258195,1.40249674,0.667669057,666081.2,667669.0571
-51871,-298813,123525.25,-175287.75,231.6417763,533.2598116,-0.837324048,-1.194280759,1.403315294,0.667198877,665608.5,667198.8767
-51762.5,-298677.5,123511.75,-175165.75,231.48125,533.5712936,-0.837308226,-1.194303327,1.404134983,0.666728636,665135.6,666728.6361
-51654,-298542,123498.25,-175043.75,231.3207237,533.8832078,-0.837292402,-1.194325898,1.40495581,0.666258336,664662.94,666258.3355
-51545.5,-298406.5,123484.75,-174921.75,231.1601974,534.1955553,-0.837276577,-1.194348472,1.405777777,0.665787975,664190.1,665787.9749
-51437,-298271,123471.25,-174799.75,230.9996711,534.5083369,-0.837260749,-1.19437105,1.406600887,0.665317554,663717.3,665317.5543
-51328.5,-298135.5,123457.75,-174677.75,230.8391447,534.8215535,-0.83724492,-1.19439363,1.407425141,0.664847074,663244.56,664847.0738
-51220,-298000,123444.25,-174555.75,230.6786184,535.135206,-0.83722909,-1.194416215,1.408250542,0.664376533,662771.75,664376.5334
-51111.5,-297864.5,123430.75,-174433.75,230.5180921,535.4492954,-0.837213257,-1.194438802,1.409077093,0.663905933,662298.9,663905.9332
-51003,-297729,123417.25,-174311.75,230.3575658,535.7638225,-0.837197423,-1.194461393,1.409904796,0.663435273,661826.1,663435.2731
-50894.5,-297593.5,123403.75,-174189.75,230.1970395,536.0787883,-0.837181587,-1.194483987,1.410733654,0.662964553,661353.4,662964.5533
-50786,-297458,123390.25,-174067.75,230.0365132,536.3941937,-0.837165749,-1.194506585,1.411563668,0.662493774,660880.56,662493.7738
-50677.5,-297322.5,123376.75,-173945.75,229.8759868,536.7100396,-0.83714991,-1.194529186,1.412394841,0.662022935,660407.8,662022.9345
-50569,-297187,123363.25,-173823.75,229.7154605,537.0263269,-0.837134069,-1.19455179,1.413227176,0.661552036,659935,661552.0357
-50460.5,-297051.5,123349.75,-173701.75,229.5549342,537.3430566,-0.837118226,-1.194574397,1.414060675,0.661081077,659462.25,661081.0772
-50352,-296916,123336.25,-173579.75,229.3944079,537.6602295,-0.837102381,-1.194597008,1.414895341,0.660610059,658989.4,660610.0592
-50243.5,-296780.5,123322.75,-173457.75,229.2338816,537.9778467,-0.837086535,-1.194619622,1.415731175,0.660138982,658516.56,660138.9816
-50135,-296645,123309.25,-173335.75,229.0733553,538.295909,-0.837070687,-1.19464224,1.416568182,0.659667845,658043.9,659667.8446
-50026.5,-296509.5,123295.75,-173213.75,228.9128289,538.6144174,-0.837054837,-1.194664861,1.417406362,0.659196648,657571,659196.6482
-49918,-296374,123282.25,-173091.75,228.7523026,538.9333728,-0.837038985,-1.194687485,1.418245718,0.658725392,657098.25,658725.3924
-49809.5,-296238.5,123268.75,-172969.75,228.5917763,539.2527762,-0.837023132,-1.194710113,1.419086253,0.658254077,656625.44,658254.0772
-49701,-296103,123255.25,-172847.75,228.43125,539.5726285,-0.837007277,-1.194732743,1.41992797,0.657782703,656152.6,657782.7027
-49592.5,-295967.5,123241.75,-172725.75,228.2707237,539.8929307,-0.83699142,-1.194755378,1.42077087,0.657311269,655679.8,657311.2689
-49484,-295832,123228.25,-172603.75,228.1101974,540.2136837,-0.836975561,-1.194778015,1.421614957,0.656839776,655207.06,656839.776
-49375.5,-295696.5,123214.75,-172481.75,227.9496711,540.5348884,-0.836959701,-1.194800656,1.422460233,0.656368224,654734.25,656368.2239
-49267,-295561,123201.25,-172359.75,227.7891447,540.8565458,-0.836943839,-1.1948233,1.4233067,0.655896613,654261.5,655896.6126
-49158.5,-295425.5,123187.75,-172237.75,227.6286184,541.1786569,-0.836927975,-1.194845948,1.42415436,0.655424942,653788.7,655424.9422
-49050,-295290,123174.25,-172115.75,227.4680921,541.5012227,-0.83691211,-1.194868599,1.425003218,0.654953213,653315.9,654953.2128
-48941.5,-295154.5,123160.75,-171993.75,227.3075658,541.824244,-0.836896243,-1.194891253,1.425853274,0.654481424,652843.1,654481.4244
-48833,-295019,123147.25,-171871.75,227.1470395,542.147722,-0.836880374,-1.19491391,1.426704531,0.654009577,652370.3,654009.577
-48724.5,-294883.5,123133.75,-171749.75,226.9865132,542.4716574,-0.836864503,-1.194936571,1.427556993,0.653537671,651897.5,653537.6707
-48616,-294748,123120.25,-171627.75,226.8259868,542.7960513,-0.836848631,-1.194959236,1.428410661,0.653065706,651424.75,653065.7056
-48507.5,-294612.5,123106.75,-171505.75,226.6654605,543.1209048,-0.836832757,-1.194981903,1.429265539,0.652593682,650952,652593.6816
-48399,-294477,123093.25,-171383.75,226.5049342,543.4462186,-0.836816881,-1.195004574,1.430121628,0.652121599,650479.1,652121.5988
-48290.5,-294341.5,123079.75,-171261.75,226.3444079,543.7719939,-0.836801003,-1.195027248,1.430978931,0.651649457,650006.4,651649.4573
-48182,-294206,123066.25,-171139.75,226.1838816,544.0982317,-0.836785124,-1.195049926,1.431837452,0.651177257,649533.5,651177.2571
-48073.5,-294070.5,123052.75,-171017.75,226.0233553,544.4249328,-0.836769242,-1.195072607,1.432697192,0.650704998,649060.7,650704.9982
-47965,-293935,123039.25,-170895.75,225.8628289,544.7520983,-0.83675336,-1.195095291,1.433558153,0.650232681,648587.94,650232.6807
-47856.5,-293799.5,123025.75,-170773.75,225.7023026,545.0797292,-0.836737475,-1.195117979,1.43442034,0.649760305,648114.94,649760.3047
-47748,-293664,123012.25,-170651.75,225.5417763,545.4078265,-0.836721589,-1.19514067,1.435283754,0.64928787,647642.1,649287.8701
-47639.5,-293528.5,122998.75,-170529.75,225.38125,545.7363911,-0.8367057,-1.195163364,1.436148398,0.648815377,647169.25,648815.377
-47531,-293393,122985.25,-170407.75,225.2207237,546.0654241,-0.836689811,-1.195186062,1.437014274,0.648342826,646696.4,648342.8256
-47422.5,-293257.5,122971.75,-170285.75,225.0601974,546.3949265,-0.836673919,-1.195208763,1.437881386,0.647870216,646223.5,647870.2157
-47314,-293122,122958.25,-170163.75,224.8996711,546.7248993,-0.836658026,-1.195231468,1.438749735,0.647397547,645750.6,647397.5475
-47205.5,-292986.5,122944.75,-170041.75,224.7391447,547.0553434,-0.836642131,-1.195254176,1.439619325,0.646924821,645277.7,646924.821
-47097,-292851,122931.25,-169919.75,224.5786184,547.3862599,-0.836626234,-1.195276887,1.440490158,0.646452036,644804.9,646452.0362
-46988.5,-292715.5,122917.75,-169797.75,224.4180921,547.7176499,-0.836610335,-1.195299601,1.441362237,0.645979193,644331.94,645979.1932
-46880,-292580,122904.25,-169675.75,224.2575658,548.0495143,-0.836594435,-1.195322319,1.442235564,0.645506292,643859.06,645506.2921
-46771.5,-292444.5,122890.75,-169553.75,224.0970395,548.3818541,-0.836578533,-1.19534504,1.443110142,0.645033333,643386.2,645033.3328
-46663,-292309,122877.25,-169431.75,223.9365132,548.7146704,-0.836562629,-1.195367765,1.443985975,0.644560316,642913.3,644560.3155
